chapter	ours	witness	votes	polled	verdict
19	Heliopolis	Heliopolis	2	4	confirm
19	Diospolis	Diospolis	4	4	confirm
19	Leontopolis	Leontopolis	4	4	confirm
19	five	jive	3	4	realword?
19	pnxb	rnxb	2	4	reject
19	Irheres	Irheres	4	4	confirm
19	Tahpanes	Tahpanes	4	4	confirm
19	Errettung	Errettung	4	4	confirm
19	Gliickstadt	Gliickstadt	3	4	confirm
19	Heliopolis	Heliopolis	3	4	confirm
19	Heliopolitan	Heliopolitan	4	4	confirm
19	Onias	Onias	4	4	confirm
19	Philometor	Philometor	4	4	confirm
19	Leontopolis	Leontopolis	4	4	confirm
19	Iken	Iken	4	4	confirm
19	Hezel	Hezel	4	4	confirm
19	civitas	civitas	4	4	confirm
19	bin	din	2	3	realword?
19	bin	din	2	3	realword?
19	civitas	civitas	4	4	confirm
19	desolationis	desolationis	4	4	confirm
19	Bethshemesh	Bethshemesh	4	4	confirm
19	Heliopolis	Heliopolis	4	4	confirm
19	Onias	Onias	4	4	confirm
19	Dinn	Dinn	2	4	confirm
19	Iken	Iken	4	4	confirm
19	oiGedex	tifies	4	4	reject
19	Le	Le	4	4	confirm
19	Moyne	Moyne	4	4	confirm
19	Mai	Mai	4	4	confirm
19	pis	pis	3	4	confirm
19	Heliopolis	Heliopolis	4	4	confirm
19	Leontopolis	Leontopolis	4	4	confirm
19	Onias	Onias	4	4	confirm
19	Heliopolis	Heliopolis	4	4	confirm
19	Leontopolis	Leontopolis	4	4	confirm
19	nn	rnx	2	4	reject
19	Ashdod	Ashdod	4	4	confirm
19	Swe	Swe	4	4	confirm
19	rrni	n	2	4	reject
19	etc	etc'	3	4	realword?
19	h	a	3	4	realword?
19	salvalorem	salvatorem	4	4	reject
19	principem	principem	4	4	confirm
19	srn	an	2	4	reject
19	Psammetichus	Psammetichus	4	4	confirm
19	tn	b	2	4	reject
19	ins	the	2	4	reject
19	ins	nas	2	4	reject
19	huldigen	huldigen	4	4	confirm
19	ia	there	4	4	reject
19	baniu	bx	2	4	reject
19	mbiB	or	2	4	reject
19	Graeco	Graeco	4	4	confirm
19	rj	or	3	4	reject
2	Hn	v	2	4	reject
2	Justi	Justi	4	4	confirm
2	Credner	Credner	4	4	confirm
2	Vogel	Vogel	4	4	confirm
2	Rosenmüller	rosenmuller	3	4	realword?
2	Je	therein	3	4	reject
2	t'n	what	2	4	reject
2	Henders	Henders	3	4	confirm
2	ntn	ntn	2	4	confirm
2	Hdwk	Hdwk	4	4	confirm
2	Hn	Hn	4	4	confirm
2	Lightfoot	Lightfoot	4	4	confirm
2	ol	ol	3	4	confirm
2	xaiaJi	y	3	4	reject
2	any	many	4	4	realword?
2	movebunt	movebunt	4	4	confirm
2	werden	werden	3	4	confirm
2	sich	sich	3	4	confirm
2	aufmachen	aufma	3	4	reject
2	ways'	ways	2	2	realword?
2	Hn	Hn	4	4	confirm
2	Hendew	Hendew	3	4	confirm
2	meantime	meantime	4	4	confirm
2	certa	certa	3	4	confirm
2	placidos	placidos	2	3	confirm
2	curvavit	curvavit	2	3	confirm
2	usus	usus	2	3	confirm
2	Agricolae	Agricolae	3	3	confirm
2	nunc	nunc	3	3	confirm
2	fui	fui	3	4	confirm
2	Virgil	Virgil	3	3	confirm
2	Ovid	Ovid	3	3	confirm
2	Georg	Georg	3	3	confirm
2	Ov	Ov	3	3	confirm
2	ploughshares	ploughshares	4	4	confirm
2	coulters	coulters	3	4	confirm
2	Rosen	Rosen	3	4	confirm
2	Hn	Hn	3	4	confirm
2	Kn	Kn	4	4	confirm
2	Eng	Eng	4	4	confirm
2	Hendew	Hendew	4	4	confirm
2	Deyling	Deyling	4	4	confirm
2	Obs	Obs	4	4	confirm
2	Sacr	Sacr	4	4	confirm
2	ini	intercourse	4	4	reject
2	QlJIse	with	4	4	reject
2	Eng	Eng	4	4	confirm
2	Hendew	Hendew	4	4	confirm
2	apjfjjtf	v	2	4	reject
2	sicut	sicut	4	4	confirm
2	olim	olim	4	4	confirm
2	Hn	Hn	4	4	confirm
2	oriente	oriente	4	4	confirm
2	vom	vom	3	4	confirm
2	Morgenlande	morgen	4	4	reject
2	Engt	eng	4	4	reject
2	Hk	Hk	3	4	confirm
2	Hn	Hn	3	4	confirm
2	Eng	Eng	4	4	confirm
2	marg	marg	4	4	confirm
2	ftjts	fruits	4	4	reject
2	Hn	Hn	4	4	confirm
2	Kn	Kn	4	4	confirm
2	Hn	Hn	4	4	confirm
2	Hk	Hk	4	4	confirm
2	idp	idolatry	3	4	reject
2	latny	itself	3	4	reject
2	fidrcay	the	2	4	reject
2	diis	diis	4	4	confirm
2	nihili	nihili	4	4	confirm
2	digiti	digiti	4	4	confirm
2	ipsius	ipsius	4	4	confirm
2	digiti	digiti	4	4	confirm
2	cujusque	cujusque	2	4	confirm
2	betet	betet	4	4	confirm
2	bx	bx	2	4	confirm
2	Hn	Hn	4	4	confirm
2	Hk	Hk	4	4	confirm
2	Kn	Kn	4	4	confirm
2	demittas	demittas	4	4	confirm
2	vergib	vergib	4	4	confirm
2	ihnen	ihnen	4	4	confirm
2	nicht	nicht	4	4	confirm
2	vir	vir	3	4	confirm
2	Mensch	Mensch	3	4	confirm
2	Hk	Hk	3	4	confirm
2	Kn	Kn	4	4	confirm
2	bx	x	2	4	reject
2	Hn	Hn	3	4	confirm
2	Hk	Hk	4	4	confirm
2	Pesh	Pesh	4	4	confirm
2	I	v	4	4	realword?
2	efe	effect	4	4	reject
2	Pesh	Pesh	4	4	confirm
2	Hn	Hn	4	4	confirm
2	hominis	hominis	4	4	confirm
2	virorum	virorum	4	4	confirm
2	Hochmuthsaugen	as	4	4	reject
2	gciniejj	selected	4	4	reject
2	Bethenyeh	Bethenyeh	4	4	confirm
2	Oecolampadius	Oecolampadius	4	4	confirm
2	Musculus	Musculus	3	4	confirm
2	nhoiov	nloiov	3	4	reject
2	alaGaris	a	4	4	reject
2	Schiffe	Schiffe	4	4	confirm
2	im	im	4	4	confirm
2	Meer	Meer	4	4	confirm
2	oceani	oceani	4	4	confirm
2	Cilicia	Cilicia	4	4	confirm
2	Cilicia	Cilicia	4	4	confirm
2	Carthage	Carthage	4	4	confirm
2	Hensler	Hensler	4	4	confirm
2	tfp	xp	2	4	reject
2	iStt	targ	2	4	reject
2	Tartessus	tar	4	4	reject
2	Spain	Spain	4	4	confirm
2	Baetis	Baetis	4	4	confirm
2	Guadalquivir	Guadalquivir	4	4	confirm
2	ru	av	2	4	reject
2	xdMovg	henderson	2	4	reject
2	pictae	pictae	4	4	confirm
2	carinae'	carinae'	4	4	confirm
2	Thesauro	Thesauro	4	4	confirm
2	omne	omne	4	4	confirm
2	visu	visu	4	4	confirm
2	pulchrum	pulchrum	4	4	confirm
2	loc	loc	4	4	confirm
2	Hk	Hk	4	4	confirm
2	Carthage	Carthage	4	4	confirm
2	Encyclopaedia	Encyclopaedia	4	4	confirm
2	Abulfeda	Abulfeda	4	4	confirm
2	Tunis	Tunis	4	4	confirm
2	terly	isaiah	4	4	reject
2	marg	marg	4	4	confirm
2	Hk	Hk	3	4	confirm
2	Hn	Hn	3	4	confirm
2	Aug	Aug	4	4	confirm
2	fcs	bs	2	4	reject
2	Maur	Maur	4	4	confirm
2	ofc	of	4	4	reject
2	terram	terram	4	4	confirm
2	terrendam	terrendam	4	4	confirm
2	wenn	wenn	4	4	confirm
2	sich	sich	4	4	confirm
2	erhebt	erhebt	3	4	confirm
2	Erde	Erde	4	4	confirm
2	bebt	bebt	3	4	confirm
2	adoraret	adoraret	4	4	confirm
2	Rumpelkammer	Rumpelkammer	4	4	confirm
2	isn	isn	2	4	confirm
2	Hk	Hk	4	4	confirm
2	Hn	Hn	4	4	confirm
2	Hn	Hn	4	4	confirm
2	Maur	Maur	4	4	confirm
2	Hk	ew	3	4	reject
2	Hn	but	2	4	reject
2	Kn	Kn	4	4	confirm
2	ft	ft	3	4	confirm
2	sich	sich	4	4	confirm
2	machte	machte	4	4	confirm
2	qu'on	qu'on	4	4	confirm
2	faites	faites	4	4	confirm
2	Gotzen	Gotzen	4	4	confirm
2	Silbers	Silbers	4	4	confirm
2	Hk	Hk	4	4	confirm
2	Hn	Hn	4	4	confirm
2	Hk	Hk	4	4	confirm
2	Roberts's	Roberts's	4	4	confirm
2	Hk	Hk	4	4	confirm
2	Hn	Hn	4	4	confirm
2	Bs	Bs	4	4	confirm
2	Kn	Kn	4	4	confirm
2	Hk	Hk	4	4	confirm
2	Bs	Bs	4	4	confirm
2	nBh	for	2	4	reject
2	cavernas	cavernas	4	4	confirm
2	Felsklufte	felskliifte	3	4	reject
2	Bergkliifte	Bergkliifte	3	4	confirm
2	Felsblocke	Felsblocke	4	4	confirm
2	Hk	Hk	4	4	confirm
2	Kn	Kn	4	4	confirm
2	Origen	Origen	4	4	confirm
2	quia	quia	4	4	confirm
2	excelsus	excelsus	4	4	confirm
2	reputatus	reputatus	4	4	confirm
2	ipse	ipse	4	4	confirm
2	Lyranus	Lyranus	4	4	confirm
2	Menochius	Menochius	4	4	confirm
2	ihr	ihr	4	4	confirm
2	wisset	wisset	4	4	confirm
2	nicht	nicht	4	4	confirm
2	wie	wie	4	4	confirm
2	hoch	hoch	4	4	confirm
2	geachtet	geachtet	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	Ashdod	Ashdod	3	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	Psammetichus	Psammetichus	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	Esdud	Esdud	3	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Marsham	Marsham	4	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Esarhaddon	Esarhaddon	4	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Tob	Tob	4	4	confirm
20	Enemessar	Enemessar	4	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Aqva	aqvu	2	4	reject
20	NctQva	naova	2	4	reject
20	aQayav	render	4	4	reject
20	Ishbosheth	Ishbosheth	4	4	confirm
20	Benaiah	Benaiah	4	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Nd	Nd	3	4	confirm
20	av	av	3	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	etc	etc'	4	4	realword?
20	Maimonides	Maimonides	4	4	confirm
20	Staudlin	Staudlin	4	4	confirm
20	Suetonius	Suetonius	4	4	confirm
20	Lightfoot	Lightfoot	4	4	confirm
20	facie	facie	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	t	i	3	3	realword?
20	gefangene	gefangene	4	4	confirm
20	Egypten	Egypten	3	4	confirm
20	vertrieoene	vertriebene	3	4	reject
20	Mohrenland	Mohrenland	3	4	confirm
20	Musculus	Musculus	4	4	confirm
20	Esarhaddon	Esarhaddon	4	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Diospolis	Diospolis	4	4	confirm
20	Thebes	Thebes	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	Marsham	Marsham	4	4	confirm
20	Sargon	Sargon	4	4	confirm
20	Esarhaddon	Esarhaddon	4	4	confirm
20	siton	b	2	4	reject
20	ttSw	isaiah	4	4	reject
20	Ashdod	Ashdod	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	Ashdod	Ashdod	4	4	confirm
20	fortiori	fortiori	4	4	confirm
20	hs	has	3	4	reject
20	mainland	mainland	4	4	confirm
20	Nt	be	3	4	reject
21	Rosenmüller	rosenmiiller	2	4	realword?
21	facto	facto	4	4	confirm
21	Abydenus	Abydenus	4	4	confirm
21	Cpbn	denotes	2	4	reject
21	Jaa	cannot	3	4	reject
21	tnn	nnn	4	4	reject
21	mappik	mappik	4	4	confirm
21	sc	sc	4	4	confirm
21	sc	sc	4	4	confirm
21	appals	appals	4	4	confirm
21	Xenophon	Xenophon	4	4	confirm
21	nsst	is	2	4	reject
21	Bx	bs	2	4	reject
21	assriders	ass	4	4	reject
21	ttS	by	2	4	reject
21	Xenophon	Xenophon	4	4	confirm
21	Xenophon	Xenophon	4	4	confirm
21	slg	elg	2	4	reject
21	dvo	vo	3	4	reject
21	allnight	e	4	4	reject
21	rvnK	that	3	4	reject
21	aprefatory	aprefatory	4	4	confirm
21	Seir	Seir	4	4	confirm
21	Eljandilon	eljandil	4	4	reject
21	Seir	Seir	4	4	confirm
21	Seir	Seir	4	4	confirm
21	ja	contrary	3	4	reject
21	o'clock	o'clock	4	4	confirm
21	i'p	vip	2	4	reject
21	Bauer	Bauer	4	4	confirm
21	a	n	2	3	realword?
21	tvirnj	explains	2	4	reject
21	heroes	heroes	4	4	confirm
22	Esarhaddon	Esarhaddon	4	4	confirm
22	Lightfoot	Lightfoot	4	4	confirm
22	commonlyexplained	commonly	4	4	reject
22	gayety	winter	4	4	reject
22	Kennicott	Kennicott	4	4	confirm
22	Tingstad	Tingstad	4	4	confirm
22	fleeing	fleeing	4	4	confirm
22	Utterly	bitterly	3	3	realword?
22	istb	does	3	4	reject
22	Caucasus	Caucasus	4	4	confirm
22	Girgistan	Girgistan	4	4	confirm
22	involucra	involucra	4	4	confirm
22	clypeorum	clypeorum	3	4	confirm
22	tegimenta	tegimenta	3	4	confirm
22	scutis	scutis	2	4	confirm
22	detrahenda	detra	4	4	reject
22	Cicero	Cicero	4	4	confirm
22	Cesar	Cesar	4	4	confirm
22	aiffl	c	2	4	reject
22	armour	armour	4	4	confirm
22	rvo	n	2	4	reject
22	piw	p	2	4	reject
22	ns	expressed	4	4	reject
22	Jaffa	Jaffa	4	4	confirm
22	tothe	infinitives	4	4	reject
22	nbh	cannot	2	4	reject
22	revellers	revellers	4	4	confirm
22	forgiven	forgiven	4	4	confirm
22	forgiven	forgiven	4	4	confirm
22	forgiven'	forgiven'	4	4	confirm
22	forgiven	forgiven	4	4	confirm
22	Sochenite	Sochenite	4	4	confirm
22	Sochen	Sochen	4	4	confirm
22	iti	in	3	4	reject
22	amicus	amicus	4	4	confirm
22	regis	regis	4	4	confirm
22	counsellor	and	4	4	reject
22	domo	domo	4	4	confirm
22	du	du	4	4	confirm
22	palais	palais	4	4	confirm
22	sepulchre	sepulchre	4	4	confirm
22	sepulchre	sepulchre	4	4	confirm
22	sepulchre	sepulchre	4	4	confirm
22	sepulchre	sepulchre	4	4	confirm
22	Joah	Joah	4	4	confirm
22	sepulchres	sepulchres	4	4	confirm
22	sepulchre	sepulchre	4	4	confirm
22	sepulchre	sepulchre	4	4	confirm
22	sepulchre	sepulchre	3	4	confirm
22	sepulchres	sepulchres	3	4	confirm
22	Petra	Petra	4	4	confirm
22	Persepolis	Persepolis	4	4	confirm
22	Ecc	Ecc	4	4	confirm
22	fta	nas	2	4	reject
22	IM	i	2	4	reject
22	nVjVj	it	2	4	reject
22	masters	master's	3	3	realword?
22	eps	tps	2	4	reject
22	ndvog	classics	2	4	reject
22	Sophocles	Sophocles	2	2	confirm
22	doaiv	doaiv	2	4	confirm
22	France	France	4	4	confirm
22	Switzerland	Switzerland	4	4	confirm
22	Azariah	Azariah	4	4	confirm
22	hang	hang	4	4	confirm
22	hang	hang	3	4	confirm
22	XXXS	xsxs	2	4	reject
22	desio	de	4	4	reject
23	mainland	mainland	4	4	confirm
23	Tyriorum	Tyriorum	4	4	confirm
23	Palaetyrus	Palaetyrus	4	4	confirm
23	Menander	Menander	4	4	confirm
23	cf	of	2	2	realword?
23	mainland	mainland	4	4	confirm
23	mainland	mainland	4	4	confirm
23	assD	instead	2	4	reject
23	Spain	Spain	4	4	confirm
23	France	France	4	4	confirm
23	Hungary	Hungary	4	4	confirm
23	hariolationes	hariolationes	4	4	confirm
23	hae	hae	4	4	confirm
23	sequamur	sequamur	4	4	confirm
23	certa	certa	4	4	confirm
23	incerta	incerta	4	4	confirm
23	aequo	aequo	4	4	confirm
23	animo	animo	4	4	confirm
23	ignoremus	ig	3	4	reject
23	neque	noremus	4	4	reject
23	etiam	etiam	4	4	confirm
23	prophetiam	prophetiam	3	4	confirm
23	quibusdam	quibusdam	4	4	confirm
23	veterum	veterum	4	4	confirm
23	allegorice	allegorice	4	4	confirm
23	interpretabimur	interpretabimur	4	4	confirm
23	Scriptura	Scriptura	4	4	confirm
23	indicet	indicet	4	4	confirm
23	debere	debere	4	4	confirm
23	nos	nos	4	4	confirm
23	cernere	cernere	4	4	confirm
23	imaginem	imaginem	4	4	confirm
23	alterius	alterius	4	4	confirm
23	etiamsi	etiamsi	4	4	confirm
23	res	res	4	4	confirm
23	diversae	diversae	4	4	confirm
23	Scriptura	Scriptura	4	4	confirm
23	explicatae	explicatae	4	4	confirm
23	similitudinem	similitudinem	4	4	confirm
23	conformitatem	conformitatem	3	4	confirm
23	aliquam	aliquam	3	4	confirm
23	habeant	habeant	4	4	confirm
23	possumus	possumus	4	4	confirm
23	tamen	tamen	4	4	confirm
23	asserere	asserere	4	4	confirm
23	hoc	hoc	4	4	confirm
23	illius	illius	4	4	confirm
23	typum	typum	4	4	confirm
23	figuram	figuram	4	4	confirm
23	esse	esse	4	4	confirm
23	nisi	nisi	4	4	confirm
23	quatenus	quatenus	4	4	confirm
23	conformitas	conformitas	4	4	confirm
23	Scripturarum	Scripturarum	4	4	confirm
23	comparatione	com	4	4	reject
23	demonstratur	paratione	4	4	reject
23	Tartessus	Tartessus	4	4	confirm
23	Rosenmüller	rosenmuller	3	4	realword?
23	unpoetical	unpoetical	4	4	confirm
23	zerstort	zerstort	4	4	confirm
23	harbour	harbour	4	4	confirm
23	Macedonia	Macedonia	4	4	confirm
23	Susiana	Susiana	4	4	confirm
23	Cilicia	Cilicia	4	4	confirm
23	Hensler	Hensler	4	4	confirm
23	Cyprus	Cyprus	4	4	confirm
23	Citium	Citium	4	4	confirm
23	Cicero	Cicero	4	4	confirm
23	commeatus	commeatus	4	4	confirm
23	terra	terra	4	4	confirm
23	Cittim	Cittim	4	4	confirm
23	masoreiic	masorelic	3	4	reject
23	Cyprus	Cyprus	4	4	confirm
23	nnb	inb	2	4	reject
23	Melo	isaiah	3	4	reject
23	Rosenmüller	rosenmiiller	2	4	realword?
23	JL	j	4	4	reject
23	Zidon	Zidon	4	4	confirm
23	Zidon	Zidon	4	4	confirm
23	iS'a	some	3	4	reject
23	mainland	mainland	4	4	confirm
23	juvenes	juvenes	3	3	confirm
23	extuli	extuli	4	4	confirm
23	virgines	virgines	3	4	confirm
23	Egypto	Egypto	2	4	confirm
23	animos	animos	3	4	confirm
23	dolebunt	dole	4	4	reject
23	famam	famam	2	4	confirm
23	Tyri	Tyri	2	4	confirm
23	gleichwie	gleichwie	2	4	confirm
23	erschrak	erschrak	4	4	confirm
23	von	von	4	4	confirm
23	h'drete	horete	4	4	reject
23	erschrecken	erschrecken	4	4	confirm
23	wenn	wenn	4	4	confirm
23	von	von	4	4	confirm
23	Tyrus	Tyrus	3	4	confirm
23	auditum	auditum	3	4	confirm
23	fuerit	fuerit	2	4	confirm
23	Egypto	Egypto	3	4	confirm
23	dolebunt	dole	3	4	reject
23	Batavia	Batavia	4	4	confirm
23	Diodorus	Diodorus	4	4	confirm
23	Curtius	Curtius	4	4	confirm
23	Carthage	Carthage	4	4	confirm
23	Tni	but	3	4	reject
23	commerical	commerical	4	4	confirm
23	Ursprung	Ursprung	3	4	confirm
23	Urzeit	Urzeit	3	4	confirm
23	traffickers	traffickers	3	4	confirm
23	BSa	a	3	4	reject
23	coronatam	coronatam	4	4	confirm
23	Corsica	Corsica	4	4	confirm
23	bpn	bpn	4	4	confirm
23	aaa	i	2	4	reject
23	Tartessus	Tartessus	4	4	confirm
23	nt	nta	2	4	reject
23	bankment	bankment	4	4	confirm
23	Rosenmüller	rosenmuller	3	4	realword?
23	Zidon	Zidon	4	4	confirm
23	Zidon	Zidon	4	4	confirm
23	ns	r	2	4	reject
23	Zidon	Zidon	4	4	confirm
23	Armenia	Armenia	4	4	confirm
23	Xenophon	Xenophon	4	4	confirm
23	Shinar	Shinar	4	4	confirm
23	Schleyer	Schleyer	4	4	confirm
23	xm	xiii	2	4	reject
23	px	px	2	3	confirm
23	Schleyer's	Schleyer's	4	4	confirm
23	Jcing	king	4	4	reject
23	inx	inx	2	4	confirm
23	Jcing	king	4	4	reject
23	Qovog	xqovog	3	4	reject
23	Rosenmüller	rosenmiiller	3	4	realword?
23	Zedekiah	Zedekiah	4	4	confirm
23	Jehoahaz	Jehoahaz	4	4	confirm
23	quomodocunque	quomodocunque	4	4	confirm
23	explicentur	explicentur	4	4	confirm
23	Johovah	Johovah	4	4	confirm
24	Oecolampadius	Oecolampadius	4	4	confirm
24	Haccohen	Haccohen	4	4	confirm
24	Haccohen	Haccohen	4	4	confirm
24	Wallenstein	Wallenstein	4	4	confirm
24	Ratisbon	Ratisbon	4	4	confirm
24	Norlingen	Norlingen	4	4	confirm
24	England	England	4	4	confirm
24	Antiochus	Antiochus	4	4	confirm
24	Epiphanes	Epiphanes	4	4	confirm
24	Rosenmüller	rosenmuller	3	4	realword?
24	Cambyses'	cam	4	4	reject
24	aut	aut	4	4	confirm
24	aut	aut	4	4	confirm
24	psn	psn	2	4	confirm
24	bnn	bnn	2	4	confirm
24	Rosenmüller	rosenmuller	2	4	realword?
24	achzei	dchzet	2	4	reject
24	lechzet	lechzet	4	4	confirm
24	welkt	welkt	4	4	confirm
24	verwelkt	verwelkt	3	4	confirm
24	wclkt	welkt	3	4	reject
24	fallt	f'dllt	2	3	reject
24	cqporoxfOfifft	version	3	4	reject
24	rntn	rnn	4	4	reject
24	or	for	4	4	realword?
24	gentium	gentium	4	4	confirm
24	fibnx	nb	2	4	reject
24	nbsx	of	3	4	reject
24	merryhearted	latter	4	4	reject
24	revellers	revellers	4	4	confirm
24	Rosenmüller's	rosenmuller's	2	3	realword?
24	ip	ip	2	4	confirm
24	tva	before	3	4	reject
24	unda	unda	3	4	confirm
24	redundans	redundans	3	4	confirm
24	vollcnds	yollends	2	4	reject
24	lahm	lahm	3	4	confirm
24	iirrx	nn	2	4	reject
24	rws	tously	2	4	reject
24	siias	mas	2	4	reject
24	Rosenmüller	rosenmiiller	4	4	realword?
24	xa	as	2	4	reject
24	rs	rs	2	4	confirm
24	Rem	Rem	3	4	confirm
24	Rosenmüller	rosenmiiller	2	2	realword?
24	Rosenmüller	rosenmuller	3	4	realword?
24	ibns	i	3	4	reject
24	Bi	d	2	4	reject
24	Jarch	Jarch	4	4	confirm
24	thejires	behalf	4	4	reject
24	Urim	Urim	4	4	confirm
24	Thumim	Thumim	4	4	confirm
24	K	x	3	4	realword?
24	IIX	may	2	4	reject
24	to	lo	4	4	realword?
24	piixb	p	2	4	reject
24	inft	ins	3	4	reject
24	formido	formido	4	4	confirm
24	ipa	vipa	2	4	reject
24	ins	ins	2	4	confirm
24	Milton	Milton	4	4	confirm
24	fca	is	3	4	reject
24	Niebuhr	Niebuhr	4	4	confirm
24	tx	is	2	4	reject
24	Zoroas	Zoroas	4	4	confirm
24	ter	ter	4	4	confirm
24	foregoes	foregoes	4	4	confirm
24	gatnenng	gatnering	3	4	reject
24	nsox	nsox	3	4	confirm
24	verschlossen	verschlossen	4	4	confirm
24	ins	ins	4	4	confirm
24	Verschloss	Verschloss	4	4	confirm
24	risab	n	2	4	reject
25	unedel	unedel	4	4	confirm
25	schmutzig	schmutzig	4	4	confirm
25	England	England	4	4	confirm
25	bfi	s	2	4	reject
25	mirabile	mirabile	4	4	confirm
25	mss	niss	2	4	reject
25	fc	as	3	4	reject
25	Zephaniah	Zephaniah	4	4	confirm
25	Rosenmüller	rosenmiiller	3	4	realword?
25	Virgil	Virgil	4	4	confirm
25	oppida	oppida	4	4	confirm
25	muris	muris	4	4	confirm
25	Capellus	Capellus	4	4	confirm
25	England	England	4	4	confirm
25	episcopali	episcopali	4	4	confirm
25	fecisti	fecisti	4	4	confirm
25	acervum	acervum	4	4	confirm
25	hoc	hoc	4	4	confirm
25	totam	totam	4	4	confirm
25	diruisti	diruisti	4	4	confirm
25	SB	by	2	4	reject
25	tonsto	cn	2	4	reject
25	STJ	h	2	4	reject
25	sp	a	3	4	reject
25	fisn	tisn	2	4	reject
25	Zornhauch	Zornhauch	4	4	confirm
25	Schnauben	Schnauben	4	4	confirm
25	tnt	wall	2	4	reject
25	ip	tip	2	4	reject
25	Macpherson's	Macpherson's	4	4	confirm
25	Bauer	Bauer	4	4	confirm
25	fciriBtt	psn	2	4	reject
25	ral	influence	4	4	reject
25	beinothe	being	3	4	reject
25	mourninowhich	the	4	4	reject
25	raib	d	2	4	reject
25	lo	to	4	4	realword?
25	HS	n	2	4	reject
25	hjj	he	4	4	reject
25	aV	elg	3	4	reject
25	likeminded	likeminded	4	4	confirm
25	Madmenahj	madmenah	3	4	reject
25	jai	pi	2	4	reject
25	ia	i	2	4	reject
25	Rosenmüller	rosenmiiller	2	3	realword?
25	insidiis	insidiis	4	4	confirm
25	buscades	buscades	4	4	confirm
25	pr	applied	2	2	reject
25	Tpnfch	l	2	4	reject
26	ig	song	3	4	reject
26	Heil	Heil	4	4	confirm
26	geben	geben	4	4	confirm
26	Mauern	maucrn	2	4	reject
26	Vn	n	2	4	reject
26	dicendo	dicendo	4	4	confirm
26	cogitatio	cogitatio	4	4	confirm
26	fixa	fixa	4	4	confirm
26	Einbildung	Einbildung	2	4	confirm
26	steht	steht	4	4	confirm
26	gewisser	gewisser	3	4	confirm
26	Zusage	Zusage	4	4	confirm
26	pBO	it	3	4	reject
26	nx	w	2	4	reject
26	Festigen	Festigen	4	4	confirm
26	festigest	festigest	2	4	confirm
26	fc	n	2	4	reject
26	xvQiog	knobel	2	4	reject
26	PP	rr	2	4	reject
26	decentia	decentia	3	4	confirm
26	Jehovae	Jehovae	4	4	confirm
26	rupes	rupes	3	4	confirm
26	saeculorutn	saeculorum	2	4	reject
26	esscntiae	essentiae	2	4	reject
26	essentiae	essentiae	4	4	confirm
26	neverfailing	never	4	4	reject
26	to	lo	2	4	realword?
26	bi	bn	3	4	reject
26	ynnx	phrase	2	4	reject
26	Ferse	Ferse	4	4	confirm
26	vestigia	vestigia	3	4	confirm
26	iofeet	to	4	4	reject
26	obs	obs	2	4	confirm
26	souVs	souVs	2	4	confirm
26	Ruhm	Ruhm	2	4	confirm
26	pafittrain	of	4	4	reject
26	zu	zu	4	4	confirm
26	erfiabenen	erhabenen	3	4	reject
26	Gott	Gott	4	4	confirm
26	tm	and	2	4	reject
26	etc	etc'	3	4	realword?
26	anyother	anyother	2	4	confirm
26	ns	nsun	2	4	reject
26	nos	nos	4	4	confirm
26	affaires	affaires	4	4	confirm
26	hoc	hoc	4	4	confirm
26	testimonio	testimonio	4	4	confirm
26	usi	usi	4	4	confirm
26	evertendum	ever	4	4	reject
26	liberum	tendum	4	4	reject
26	arbitrium	arbitrium	3	4	confirm
26	Prophetae	prophetse	2	4	reject
26	mentern	prophetse	2	4	reject
26	assecuti	mentem	3	4	reject
26	Verum	Verum	4	4	confirm
26	quidem	quidem	4	4	confirm
26	Deum	Deum	4	4	confirm
26	agere	agere	4	4	confirm
26	nobis	nobis	4	4	confirm
26	quicquid	quicquid	4	4	confirm
26	recte	recte	4	4	confirm
26	instituunt	instituunt	4	4	confirm
26	homines	homines	4	4	confirm
26	esse	esse	4	4	confirm
26	illius	illius	4	4	confirm
26	Spiritu	Spiritu	4	4	confirm
26	sed	sed	4	4	confirm
26	simpliciter	simpliciter	4	4	confirm
26	docet	docet	4	4	confirm
26	Propheta	Propheta	4	4	confirm
26	omnia	omnia	4	4	confirm
26	bona	bona	4	4	confirm
26	quibus	quibus	4	4	confirm
26	fruimur	fruimur	4	4	confirm
